STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
2062,GCC,CTCP Văn hóa Tổng hợp Bến Thành,,OTC,3300000
2063,GCIC,Công ty TNHH Đầu tư Gia Cường,,Khác,0
2064,GCRC,Công ty TNHH MTV Đầu tư Phát triển Gia Cư,,Khác,0
2065,GDC,CTCP Xuất nhập khẩu Gia Định,,OTC,0
2066,GDSC,CTCP Đầu tư Ngôi Sao Gia Định,,Khác,0
2067,GDUC,Công ty TNHH Bất động sản Gia Đức,,Khác,0
2068,GE2,Tổng Công ty Phát điện 2 - CTCP,Dịch vụ tiện ích,OTC,262500
2069,GEC,CTCP Cơ khí Gang Thép,,OTC,0
2070,Gefoseco,CTCP Thực phẩm và Dịch vụ Tổng hợp,,OTC,2500000
2071,Geleximco,Tập đoàn Geleximco - CTCP,,OTC,0
2072,Gelimex,CTCP Điện máy và Kỹ thuật Công Nghệ,,OTC,0
2073,Generalimex,CTCP Xuất nhập khẩu Tổng hợp II,,OTC,0
2074,Genexim,CTCP Vật tư Tổng hợp Thành phố Hồ Chí Minh,,OTC,3250000
2075,GENIMEX,CTCP Lâm sản và Xuất nhập khẩu Tổng hợp Bình Dương,,Khác,0
2076,Gentraco,CTCP Gentraco,,OTC,0
2077,Getraco,CTCP Thương mại Tổng hợp Tỉnh Bà Rịa - Vũng Tàu,,OTC,751770
2078,GEXC,Công ty TNHH MTV Đầu tư GEX,,Khác,0
2079,GFC,CTCP Sản xuất Thương mại Dịch vụ GFC,Phân phối và bán lẻ hàng lâu bền,OTC,0
2080,GFVC,CTCP GreenFeed Việt Nam,,Khác,0
2081,GGS,CTCP Giống gia súc Hà Nội,"Thực phẩm, đồ uống và thuốc lá",OTC,11010000
2082,GHA,CTCP Hapaco Hải Âu,Nguyên vật liệu,Khác,2616960
2083,GHIC,CTCP Đầu tư Golden Hill,,Khác,0
2084,GHVC,CTCP GreenHill Village,,Khác,0
2085,GiaDinhCo,CTCP Đầu tư Phát triển Gia Định,,OTC,0
2086,GiaDungPhongPhu,CTCP Dệt Gia dụng Phong Phú,,OTC,0
2087,GiaiPhapS2P,CTCP Dịch vụ Kĩ thuật và Giải pháp Số S2P,,OTC,0
2088,GiaLam,CTCP Xe lửa Gia Lâm,,Khác,0
2089,GiaoThong,CTCP Thiết bị Xây lắp Giao thông,,OTC,0
2090,GiaoThong2,CTCP Công trình Giao thông 2,,OTC,0
2091,GiaoThongQN,CTCP Xây dựng Giao thông Quảng Nam,,OTC,0
2092,GiaSangSteel,CTCP Luyện cán thép Gia Sàng,,OTC,0
2093,GiayDepWEC,CTCP May Thêu Giày Dép W.E.C Sài Gòn,,OTC,0
2094,GiayHaiDuong,CTCP Giầy Hải Dương,,OTC,0
2095,GiayHaNoi,CTCP Đầu tư Xuất nhập khẩu Da giày Hà Nội,,OTC,5000000
2096,GiayLamSon,CTCP Giấy Lam Sơn,,OTC,0
2097,GiayLeHoa,CTCP Giấy tập Lệ Hoa,,OTC,0
2098,GICC,CTCP Hạ tầng Gelex,,Khác,0
2099,GID,CTCP Dệt may Gia Định,,OTC,0
2100,GINC,CTCP Đầu tư Hội nhập Toàn Cầu,,Khác,0
2101,GKCC,CTCP Đầu tư Thương mại Dịch vụ Gia Khang,,Khác,0
2102,GKHC,CTCP Quản lý và Phát triển Gia Khánh,,Khác,0
2103,GLH,CTCP GLEXHOMES,,OTC,0
2104,GLJC,CTCP Galactic Group,,Khác,0
2105,GLTC,CTCP Đầu tư và Kinh doanh Golf Long Thành,,Khác,0
2106,GLXC,Tập Đoàn Geleximco - CTCP,,Khác,0
2107,GMEC,CTCP Truyền thông và Giải trí Galaxy,,Khác,0
2108,GoldenGate,CTCP Thương mại Dịch vụ Cổng Vàng,,OTC,0
2109,GolfHN,CTCP Sân Golf Hà Nội,,Khác,0
2110,GPRC,Công ty TNHH Bất động sản Gia Phú,,Khác,0
2111,GQN,Trung tâm Giống Thủy sản Quảng Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,846000
2112,GrandImperialSG,Công ty TNHH Khách sạn Grand Imperial Sài Gòn,,Khác,0
2113,GREC,CTCP Bất động sản Greenwich,,Khác,0
2114,GRL,CTCP Tiếp Vận Xanh,,OTC,0
2115,GSC,CTCP Thủy điện Geruco Sông Côn,,OTC,30000000
2116,GSPC,CTCP In và Bao bì Goldsun,,Khác,0
2117,GT6,Tổng Công ty Xây dựng Công trình Giao thông 6 - CTCP,,OTC,0
2118,GTC,CTCP Trà Rồng Vàng,"Thực phẩm, đồ uống và thuốc lá",OTC,1032243
2119,GTH,CTCP Xây dựng - Giao thông Thừa Thiên Huế,Tư liệu sản xuất,OTC,2735500
2120,GTI,Công ty Grand Twins International (Campuchia),,Campuchia,0
2121,GTK,CTCP Giầy Thụy Khê,Hàng tiêu dùng và trang trí,OTC,7700000
2122,GTLC,CTCP Gotec Land,,Khác,0
2123,GTN,CTCP GTNFoods,"Thực phẩm, đồ uống và thuốc lá",Khác,250000000
2124,GTPC,CTCP Tập đoàn Tiến Phước,,Khác,0
2125,GVIC,CTCP GVI,,Khác,0
2126,GWBC,Công ty TNHH Gateway Berkeley,,Khác,0
2127,GWGC,CTCP Goodwill Group,,Khác,0
2128,H22,CTCP Đầu tư và Phát triển Nhà Hà Nội 22,,OTC,0
2129,H39C,CTCP Hưng Thịnh Investment,,Khác,0
2130,H79C,CTCP Hưng Thịnh Land,,Khác,0
2131,HAAC,CTCP Đầu tư Kinh doanh Bất động sản Hà An,,Khác,0
2132,HAB,CTCP Sách và Thiết bị Trường học Hà Nội,Truyền thông và giải trí,OTC,2000000
2133,Habac,CTCP Cơ khí Xây dựng Số 2 Hà Bắc,,OTC,1488970
2134,HaChau,CTCP Hà Châu,,OTC,0
2135,HACO,CTCP Kiến Trúc Hà Nội,,OTC,1000000
2136,HADIC,CTCP Tư vấn Đầu tư và Phát triển Bưu điện Hà Nội,,OTC,0
2137,HAFIC,CTCP Tài chính Handico,,OTC,0
2138,HAHC,Công ty TNHH Hải An Huy,,Khác,0
2139,HaiAn,CTCP Đóng Tàu Hải An,,OTC,0
2140,HAIC,CTCP Đầu tư Công nghệ và Giáo dục Hải An,,Khác,0
2141,Haicatex,CTCP Dệt Công nghiệp Hà Nội,,OTC,0
2142,HaiChau,CTCP Bánh kẹo Hải Châu,,OTC,0
2143,HaiPhongMarine,CTCP Đầu tư và Thương mại Hàng Hải Hải Phòng,,OTC,12000000
2144,HaiVanNam,CTCP Hải Vân Nam,,OTC,9970493
2145,HAJC,CTCP Hội An Invest,,Khác,0
2146,HAMC,CTCP Cơ khí Ô Tô Hòa Bình,,OTC,0
2147,Hanaka,CTCP Tập đoàn Hanaka,,OTC,0
2148,HaNamNinh,CTCP Lương thực Hà Nam Ninh,,OTC,0
2149,Haneco,Công ty TNHH MTV Xuất nhập khẩu và Thương mại Haneco,,Khác,0
2150,Hanexim,CTCP Xuất nhập khẩu Hà Anh,,OTC,0
2151,HaNoiFood,CTCP Chế biến Kinh doanh Lương thực Thực phẩm Hà Nội,,OTC,0
2152,HaNoiNonNuoc,CTCP Đầu tư Du lịch Hà Nội Non Nước,,OTC,2600000
2153,HaNoiOptic,CTCP Kính mắt Hà Nội,,OTC,0
2154,HaNoiTD,CTCP Phát triển Thương mại Hà Nội,,OTC,0
2155,Hanosimex,CTCP Thương mại Hải Phòng - Hanosimex,,OTC,150000
2156,HAPHARCO,CTCP Dược phẩm Thiết bị Y tế Hà Nội,,OTC,0
2157,Hapoco,CTCP Sứ Hải Dương,,OTC,0
2158,Haprosimex,Công ty TNHH MTV Haprosimex,,Khác,0
2159,HapuIndus,CTCP Công nghiệp Hapulico,,OTC,0
2160,HAPULICO,CTCP Đầu tư Bất động sản Hapulico,,OTC,0
2161,HARATOUR,CTCP Dịch vụ Du lịch Đường sắt Hà Nội,,OTC,0
2162,HARUTOUR,CTCP Du lịch Cao su Hàm Rồng,,OTC,0
2163,HASCOM,CTCP Thép và Cơ khí Vật liệu Xây dựng Hải Phòng,,OTC,0
2164,HATEXCO,Công ty TNHH MTV Dệt 19/5 Hà Nội,,Khác,0
2165,HaTienKienGiang,CTCP Xi măng Hà Tiên Kiên Giang,,OTC,0
2166,HAW,Trung tâm Nước sạch và Vệ sinh môi trường nông thôn,,OTC,61500
2167,HBDC,Công ty TNHH Đầu tư Gia sản iWealth,,Khác,0
2168,HBE,CTCP Sách thiết bị Trường học Hà Tĩnh,Truyền thông và giải trí,OTC,2231058
2169,HBI,CTCP HBI,Phát triển và quản lý bất động sản,OTC,51000000
2170,HBW,CTCP Nước sạch Hòa Bình,Dịch vụ tiện ích,OTC,6679289
2171,HC3C,CTCP Xây dựng số 3 Hà Nội,,Khác,0
2172,HCGC,CTCP Tập đoàn Địa ốc Hoàng Cát,,Khác,0
2173,HCS,CTCP Thông tin Tín hiệu Đường sắt Hà Nội,Vận tải,OTC,2250000
2174,HCSC,CTCP Hoàn Cầu Solar LA,,Khác,0
2175,HD2C,Công ty TNHH Điện gió Hòa Đông 2,,Khác,0
2176,HD3,CTCP Đầu tư phát triển Nhà và Đô thị MHDI3,Tư liệu sản xuất,OTC,2000000
2177,HDAC,CTCP Tập đoàn Xuân Thiện,,Khác,0
2178,HDCC1,CTCP Xây dựng Số 1 Hải Dương,,OTC,43910
2179,HDEC,CTCP Phân phối HDE,,Khác,0
2180,HDGC,Công ty TNHH Hải Dương Giang Biên,,Khác,0
2181,HDHC,Công ty TNHH Hướng Dương Holdings,,Khác,0
2182,HDLinvest,CTCP Thương mại và Đầu tư HDL,,OTC,0
2183,HDMC,CTCP Mua Bán Nợ và Quản lý Tài sản HDBank,,Khác,0
2184,Heco,CTCP Tư vấn Thiết kế Đường bộ,,OTC,0
2185,HEM,CTCP Chế tạo Điện Cơ Hà Nội,Tư liệu sản xuất,OTC,38704650
2186,Hemco,CTCP Học liệu Giáo dục Hà Nội,,OTC,0
2187,HFS,CTCP Thương mại Dịch vụ Thời trang Hà Nội,Hàng tiêu dùng và trang trí,OTC,10000000
2188,HGA,Trung tâm Giống Nông nghiệp tỉnh Hậu Giang,Dịch vụ chuyên biệt và thương mại,OTC,778181
2189,HGC,Trung tâm Quy hoạch - Kiến trúc tỉnh Hậu Giang,Dịch vụ chuyên biệt và thương mại,OTC,55000
2190,HGDC,CTCP Hoàng Gia ĐL,,Khác,0
2191,HGLC,Công ty TNHH Hưng Thắng Lợi Gia Lai,,Khác,0
2192,HGMC,Công ty TNHH Quản lý Bất động sản Highgate,,Khác,0
2193,HGR,CTCP Tài nguyên và Môi trường Hậu Giang,,OTC,10000
2194,HGW,CTCP Cấp thoát nước - Công trình Đô thị Hậu Giang,Dịch vụ tiện ích,OTC,24878291
2195,HHA,CTCP Văn phòng phẩm Hồng Hà,Hàng tiêu dùng và trang trí,OTC,5896100
2196,HHD,CTCP Kinh doanh Phát triển Nhà và Đô thị Hà Nội,,OTC,0
2197,HHEC,Công ty TNHH Thiết bị và Xây lắp Huy Hoàng,,Khác,0
2198,HHL,CTCP Hồng Hà Long An,Nguyên vật liệu,OTC,2748270
2199,HHR,CTCP Đường sắt Hà Hải,Tư liệu sản xuất,OTC,1380000
2200,HHTC,CTCP Đầu tư Thương mại Hồng Hoàng,,Khác,0
2201,HIC,CTCP Đầu tư và Xây dựng Số 1 Hà Nội,,OTC,0
2202,HIDC,Công ty TNHH Đầu tư và Phát triển Đô thị Hưng Yên,,Khác,0
2203,Hidico,CTCP Đầu tư Phát triển Nhà và Khu công nghiệp Đồng Tháp,,OTC,0
2204,HiepPhuoc,Công Ty TNHH Thương mại Dịch vụ In Ấn Hiệp Phước,,Khác,0
2205,HiepThanh,CTCP Hiệp Thành,,OTC,1260000
2206,HimLam,CTCP Him Lam,,OTC,0
2207,HIS,CTCP Đầu tư và Kinh doanh Thương mại Vinaconex,,OTC,0
2208,HISC,CTCP Đầu tư và Dịch vụ Helios,,Khác,0
2209,HIZ,CTCP Khu Công nghiệp Hố Nai,Phát triển và quản lý bất động sản,OTC,7500000
2210,HKAC,Công ty TNHH Hoa Kim Anh,,Khác,0
2211,HKBC,CTCP Hakuba,,Khác,0
2212,HKC,CTCP Dệt kim Hà Nội,Hàng tiêu dùng và trang trí,OTC,2400000
2213,HKP,CTCP Bao bì Hà Tiên,Nguyên vật liệu,OTC,4000000
2214,HL3C,Công ty TNHH Điện mặt trời Trường Lộc - Bình Thuận,,Khác,0
2215,HLCC,Công ty TNHH Xây dựng và Phát triển Hoàng Long,,Khác,0
2216,HLE,CTCP Điện Chiếu sáng Hải Phòng,Tư liệu sản xuất,OTC,2200000
2217,HLG,CTCP Tập đoàn Hoàng Long,"Thực phẩm, đồ uống và thuốc lá",OTC,44375385
2218,HLHC,CTCP Khách sạn vịnh Hạ Long,,Khác,0
2219,HLIC,CTCP Hong Lim Land,,Khác,0
2220,HLLC,CTCP Kinh doanh Địa ốc Him Lam,,Khác,0
2221,HLNC,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản HTL Việt Nam,,Khác,0
2222,HLPC,CTCP Đầu tư Bất động sản Hưng Lộc Phát,,Khác,0
2223,HLR,CTCP Đường sắt Hà Lạng,Vận tải,OTC,1650000
2224,HLSC,Công ty TNHH Mặt trời Hạ Long,,Khác,0
2225,HMCC,CTCP Y khoa Hoàn Mỹ,,Khác,0
2226,HN184,CTCP 18-4 Hà Nội,,OTC,0
2227,HNC,CTCP Xi măng Hữu Nghị,,OTC,0
2228,HNE,CTCP Hanel,Phân phối và bán lẻ hàng lâu bền,OTC,192600000
2229,HNInvest,CTCP Đầu tư Bất động sản Hà Nội,,OTC,0
2230,HNT,CTCP Xe điện Hà Nội,Vận tải,OTC,5500000
2231,HNTC,CTCP Thương mai Đầu tư Sản xuất Hà Nội,,Khác,0
2232,HNVC,CTCP Bất động sản Hano-vid,,Khác,0
2233,HoaBinh,CTCP Hòa Bình,,OTC,10000000
2234,HOAC,Công ty TNHH Hoa Thanh Long,,Khác,0
2235,HoaChat,CTCP Hóa Chất,,OTC,1900000
2236,HoaChatCanTho,CTCP Phân bón và Hóa chất Cần Thơ,,OTC,0
2237,Hoachatmiennam,CTCP Hóa chất Miền Nam,,OTC,0
2238,HoaChatViSinh,CTCP Công nghiệp Hóa chất và Vi sinh,,OTC,0
2239,HoaDuocVN,CTCP Hóa dược Việt Nam,,OTC,0
2240,HoaHiepKT,Công ty TNHH Kỹ thuật Hòa Hiệp,,Khác,0
2241,HoangHac,CTCP Hoàng Hạc,,OTC,0
2242,HoangLongAn,CTCP Hoàng Long Long An,,OTC,0
2243,HoBon,CTCP Thủy điện Hồ Bốn,,OTC,0
2244,Honeyboy,CTCP Honeyboy,,OTC,0
2245,HongHaInvest,CTCP Đầu tư và Phát triển Hồng Hà,,OTC,0
2246,HongNam,CTCP Cơ khí Hồng Nam,,OTC,1500000
2247,HOPACO,CTCP Giấy Hoàng Văn Thụ,,OTC,0
2248,HopNhat,CTCP Hợp Nhất Việt Nam,,OTC,0
2249,HopThinh,CTCP Viglacera Hợp Thịnh,,OTC,0
2250,HP1C,CTCP Năng lượng Hồng Phong 1,,Khác,0
2251,HP2C,CTCP Năng lượng Hồng Phong 2,,Khác,0
2252,HPA,CTCP Thủy tinh Hưng Phú,,OTC,0
2253,HPCC,Công ty TNHH Xây dựng Hưng Phát,,Khác,0
2254,HPE,CTCP Điện tử Chuyên dụng Hanel,,OTC,0
2255,HPHoatHinhVN,Công ty TNHH MTV Hãng phim Hoạt hình Việt Nam,,Khác,0
2256,HPJC,CTCP Đầu tư Hoàng Phúc Quốc Tế,,Khác,0
2257,HPL,CTCP Bến xe Tàu Phà Cần Thơ,Vận tải,OTC,2000000
2258,HPLC,CTCP Đầu tư và Kinh doanh Bất động sản Hải Phát,,Khác,0
2259,HPNC,CTCP Đầu tư Hải Phát Thủ Đô,,Khác,0
2260,HPR,CTCP Đầu tư Xây dựng Hồng Phát,Phát triển và quản lý bất động sản,Khác,0
2261,HPRAILCO,CTCP Toa xe Hải Phòng,,OTC,0
2262,HPS,CTCP Đá Xây dựng Hòa Phát,Nguyên vật liệu,Khác,1565250
2263,HPSC,CTCP Văn phòng phẩm Hải Phòng,,Khác,0
2264,HPTC,CTCP Hoa Phú Thịnh,,Khác,0
2265,HPTourism,CTCP Du lịch Hải Phòng,,OTC,0
2266,HPU,CTCP 28 Hưng Phú,Hàng tiêu dùng và trang trí,OTC,2000000
2267,HPVC,CTCP Hoàng Phú Vương,,Khác,0
2268,HPZC,CTCP Đầu tư Địa ốc Hưng Phú,,Khác,0
2269,HQBC,CTCP TV - TM - DV Địa ốc Hoàng Quân Bình Thuận,,Khác,0
2270,HQM,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân Mê Kông,,OTC,32000000
2271,HQNC,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,,Khác,0
2272,HRG,CTCP Cao su Hà Nội,Hàng tiêu dùng và trang trí,OTC,2650000
2273,HRT,CTCP Vận tải Đường sắt Hà Nội,Vận tải,Khác,80058970
2274,HRZC,CTCP Dịch vụ Thương mại và Đầu tư Horizon,,Khác,0
2275,HS2C,CTCP Đầu Tư Năng lượng Hoàng Sơn 2,,Khác,0
2276,HSC,CTCP Hacinco,Dịch vụ tiêu dùng,OTC,0
2277,HSCC,CTCP Đầu Tư Năng lượng Hoàng Sơn,,Khác,0
2278,HSH,CTCP Đầu tư Thương mại Hoa Sen Việt Nam,,Khác,0
2279,HSIC,CTCP Đầu tư Dịch vụ Vui chơi Giải trí Thể thao Hà Nội,,Khác,0
2280,HST,CTCP Phát hành sách và Thiết bị Trường học Hưng Yên,Truyền thông và giải trí,OTC,1500000
2281,HT2,CTCP Xi măng Hà Tiên 2,Nguyên vật liệu,Khác,88000000
2282,HTB,CTCP Xây dựng Huy Thắng,Tư liệu sản xuất,OTC,1800000
2283,HTCC,CTCP Tập đoàn Hateco,,Khác,0
2284,HTCJC2,CTCP Công trình Giao thông 2 Hà Nội,,OTC,0
2285,HTEC,CTCP Năng lượng Hòa Thắng,,Khác,0
2286,HTH,CTCP Hoa tiêu hàng hải - TKV,Vận tải,OTC,404400
2287,HTK,CTCP Đăng kiểm xe cơ giới Hải Dương,Vận tải,OTC,1458710
2288,HTLC,CTCP Hateco Thăng Long,,Khác,0
2289,HTMC,CTCP Thương mại Sản xuất và Đầu tư Hà Thành,,Khác,0
2290,HTNC,CTCP Hòn Tằm Biển Nha Trang,,Khác,0
2291,HTR,CTCP Đường sắt Hà Thái,Vận tải,OTC,1500700
2292,HTS,CTCP Thép Hương Thịnh,,OTC,14000000
2293,HTU,CTCP Môi trường và Công trình đô thị Hà Tĩnh,Dịch vụ chuyên biệt và thương mại,OTC,16438382
2294,HTW,CTCP Cấp nước Hà Tĩnh,Dịch vụ tiện ích,OTC,20400893
2295,HUD,Tổng Công ty Đầu tư Phát triển Nhà và Đô Thị,,Khác,0
2296,Hudeco,CTCP Đầu tư và Phát triển Giáo dục HUDECO,,OTC,1900000
2297,HUDKienGiang,Công ty TNHH Đầu tư và Phát triển Nhà Kiên Giang,,Khác,0
2298,Humic,CTCP Phân hữu cơ HUMIC Quảng Ngãi,,OTC,0
2299,HungPhu,CTCP Hưng Phú,,OTC,1800000
2300,HuongGiangCIC,CTCP Tư vấn Đầu tư và Xây dựng Hương Giang,,OTC,0
2301,HUTIC,CTCP Xây lắp Bưu điện Huế,,OTC,0
2302,HuuNghiDaNang,CTCP Sản xuất Thương mại Hữu Nghị Đà Nẵng,,OTC,0
2303,HuuNghiNgheAn,CTCP Hữu Nghị Nghệ An,,OTC,0
2304,HuuToan,CTCP Hữu Toàn,,OTC,0
2305,HUX,CTCP Khoáng sản Thừa Thiên Huế,Nguyên vật liệu,OTC,11338648
2306,HVC,CTCP Hưng Vượng,Nguyên vật liệu,OTC,6920750
2307,HVDC,CTCP Hưng Vượng Developer,,Khác,0
2308,HVIC,CTCP Tư vấn Đầu tư Hướng Việt,,Khác,0
2309,HVRC,CTCP Bất động sản Hướng Việt,,Khác,0
2310,HVUC,CTCP Thương mại Dịch vụ Tổng hợp Hoàn Vũ,,Khác,0
2311,I10,CTCP Đầu tư Xây dựng Số 10 IDICO,Tư liệu sản xuất,OTC,3500000
2312,IBN,CTCP In Báo Nghệ An,Truyền thông và giải trí,OTC,1776800
2313,ICJC,CTCP Đầu tư Xây lắp Thương mại 1,,OTC,0
2314,ICL,CTCP Xuất nhập khẩu Vĩnh Long,,OTC,0
2315,ICPC,CTCP Hàng Gia dụng Quốc tế,,OTC,0
2316,IDHC,CTCP Đầu tư và Phát triển Thuỷ Điện Đăkpsi,,Khác,0
2317,IDICOICT,CTCP Đầu Tư Xây dựng và Du lịch IDICO,,OTC,0
2318,IDN,CTCP In và Dịch vụ Đà Nẵng,Dịch vụ chuyên biệt và thương mại,OTC,1100000
2319,IDPCo,CTCP I.D.P,,OTC,0
2320,IDTC,CTCP IDTT,,Khác,0
2321,IDVVN,CTCP Đầu tư và Tư vấn IDV Việt Nam,,Khác,0
2322,IETC,CTCP Kinh doanh Thiết bị Công Nghiệp,,OTC,1614640
2323,IFC,CTCP Thực phẩm Công nghệ Sài Gòn,Phân phối và bán lẻ hàng lâu bền,OTC,9000000
2324,IFFHoldings,CTCP IFF Holdings,,Khác,0
2325,IFNC,CTCP Infinity Land,,Khác,0
2326,IGCC,CTCP Giáo dục Thành Thành Công,,Khác,0
2327,IGEC,CTCP Phát triển Giáo dục Igarten,,Khác,0
2328,IKH,CTCP In Khoa học Kỹ thuật,Dịch vụ chuyên biệt và thương mại,OTC,1571000
2329,IMEXBINHDINH,CTCP Xuất nhập khẩu Bình Định,,OTC,0
2330,IMGC,CTCP Đầu tư IMG Huế,,Khác,0
2331,IMT,CTCP Xuất nhập khẩu Tổng hợp và Đầu tư Thành phố Hồ Chí Minh,Phân phối và bán lẻ hàng lâu bền,OTC,3000000
2332,Inconess,CTCP Dịch vụ Hỗ trợ Doanh nghiệp và Tư vấn Đầu tư,,OTC,0
2333,Indeco,CTCP Phát triển Hạ tầng Khu Công nghiệp Tây Ninh,,OTC,0
2334,INEXIM,CTCP Xuất nhập khẩu Hàng Công nghiệp,,Khác,0
2335,IneximDaklak,CTCP Đầu tư Xuất nhập khẩu Đăklăk,,OTC,0
2336,INFC,CTCP Giải pháp Số hóa Infinity,,Khác,0
2337,InPhucYen,CTCP In Phúc Yên,,OTC,0
2338,InSaiGon,CTCP Thương mại Dịch vụ Quảng Cáo In Sài Gòn,,OTC,0
2339,InSo7,CTCP In Số 7,,OTC,2000000
2340,InTaiChinh,CTCP In Tài chính,,OTC,0
2341,InThongNhat,CTCP In và Thương mại Thống Nhất,,OTC,0
2342,InTienGiang,CTCP In Tiền Giang,,OTC,0
2343,Intimex,CTCP Tập đoàn Intimex,,OTC,0
2344,Intimexco,CTCP Intimex Việt Nam,,OTC,0
2345,InTranPhu,CTCP In Trần Phú,,OTC,0
2346,InVanHoaPham,CTCP In và Văn Hóa Phẩm,,OTC,0
2347,INVESTCOM,CTCP Đầu tư Investcom,,OTC,0
2348,INVESTREAL,CTCP Đầu tư và Kinh doanh Bất động sản,,OTC,7000000
2349,IP1C,CTCP Phong Ðiện Ia Pết Đak Đoa số 1,,Khác,0
2350,IP2C,CTCP Phong Ðiện Ia Pết Đak Đoa số 2,,Khác,0
2351,IPC,Công ty TNHH MTV Phát triển Công nghiệp Tân Thuận,,Khác,0
2352,IPDC,CTCP IMG Phước Đông,,Khác,0
2353,IPH,CTCP In và Phát hành biểu mẫu Thống kê,Dịch vụ chuyên biệt và thương mại,OTC,1000000
2354,IREC,Công ty TNHH Bất động sản Industry,,Khác,0
2355,ITCC,CTCP Đầu tư Xây dựng Hạ tầng và Giao thông,,Khác,0
2356,ITLC,CTCP Giao nhận và Vận chuyển In Do Trần,,Khác,0
2357,ITPC,Công Ty TNHH Đầu Tư Phú Thịnh Phát,,Khác,0
2358,JBC5,CTCP Vật liệu Xây dựng và Xây lắp Số 5,,OTC,0
2359,JHIC,CTCP Doanh nghiệp Xã hội Ivy Care,,Khác,0
2360,JSC,CTCP Đầu tư và Xây dựng Cầu đường Hà Nội,Nguyên vật liệu,OTC,1550000
2361,KAL,CTCP Nhôm Khánh Hoà,,OTC,0
2362,KASJSC,CTCP Xây lắp và Dịch vụ Bưu điện Kiên Giang,,OTC,0
2363,KBE,CTCP Sách Thiết bị Trường học Kiên Giang,Phân phối và bán lẻ hàng lâu bền,OTC,1231060
